,year,round,pick,player,position,school
1452,2007,1,5,"Green, Jeff",SF,Georgetown
1453,2007,1,6,"Yi, Jianlian",PF,Guangdong Southern Tigers
1454,2007,1,7,"Brewer, Corey",SF,Florida
1455,2007,1,8,"Wright, Brandan",PF,North Carolina
1456,2007,1,9,"Noah, Joakim",C,Florida
1457,2007,1,10,"Hawes, Spencer",C,Washington
1458,2007,1,11,"Law, Acie",PG,Texas A&M
1459,2007,1,12,"Young, Thaddeus",PF,Georgia Tech
1460,2007,1,13,"Wright, Julian",SF,Kansas
1461,2007,1,14,"Thornton, Al",SF,Florida State
1462,2007,1,15,"Stuckey, Rodney",SG,Eastern Washington
1463,2007,1,16,"Young, Nick",SG,USC
1464,2007,1,17,"Williams, Sean",PF,Boston College
1465,2007,1,18,"Belinelli, Marco",SG,Fortitudo Bologna
1466,2007,1,19,"Crittenton, Javaris",PG,Georgia Tech
1467,2007,1,20,"Smith, Jason",PF,Colorado State
1468,2007,1,21,"Cook, Daequan",SG,Ohio State
1469,2007,1,22,"Dudley, Jared",SF,Boston College
1470,2007,1,23,"Chandler, Wilson",SF,DePaul
1471,2007,1,24,"FernÃ¡ndez, Rudy",SG,Joventut Badalona
1472,2007,1,25,"Almond, Morris",SG,Rice
1473,2007,1,26,"Brooks, Aaron",PG,Oregon
1474,2007,1,27,"Afflalo, Arron",SG,UCLA
1475,2007,1,28,"Splitter, Tiago",C,TAU CerÃ¡mica
1476,2007,1,29,"Tucker, Alando",SF,Wisconsin
1477,2007,1,30,"Koponen, Petteri",SG,Tapiolan Honka
1478,2007,2,31,"Landry, Carl",PF,Purdue
1479,2007,2,32,"Pruitt, Gabe",PG,USC
1480,2007,2,33,"Williams, Marcus",SF,Arizona
1481,2007,2,34,"Fazekas, Nick",PF,Nevada
1482,2007,2,35,"Davis, Glen",PF,LSU
1483,2007,2,36,"Davidson, Jermareo",PF,Alabama
1484,2007,2,37,"McRoberts, Josh",PF,Duke
1485,2007,2,38,"Fesenko, Kyrylo",C,SK Cherkassy
1486,2007,2,39,"BaraÄ‡, Stanko",C,Å iroki Brijeg
1487,2007,2,40,"Sun, Yue",SF,Beijing Olympians
1488,2007,2,41,"Richard, Chris",PF,Florida
1489,2007,2,42,"Byars, Derrick",SG,Vanderbilt
1490,2007,2,43,"Haluska, Adam",SG,Iowa
1491,2007,2,44,"Terry, Reyshawn",SF,North Carolina
1492,2007,2,45,"Jordan, Jared",PG,Marist
1493,2007,2,46,"Lasme, Stephane",PF,Massachusetts
1494,2007,2,47,"McGuire, Dominic",SF,Fresno State
1495,2007,2,48,"Gasol, Marc",C,Akasvayu Girona
1496,2007,2,49,"Gray, Aaron",C,Pittsburgh
1497,2007,2,50,"Seibutis, Renaldas",SG,Maroussi
1498,2007,2,51,"Curry, JamesOn",PG,Oklahoma State
1499,2007,2,52,"Green, Taurean",PG,Florida
1500,2007,2,53,"Nichols, Demetris",SF,Syracuse
1501,2007,2,54,"Newley, Brad",SF,Townsville Crocodiles
1502,2007,2,55,"Hill, Herbert",PF,Providence
1503,2007,2,56,"Sessions, Ramon",PG,Nevada
1504,2007,2,57,"Mejia, Sammy",SG,DePaul
1505,2007,2,58,"Printezis, Giorgos",PF,Olympia Larissa
1506,2007,2,59,"Strawberry, D.J.",PG,Maryland
1507,2007,2,60,"RakoviÄ‡, Milovan",C,Mega Ishrana
1508,2008,1,1,"Rose, Derrick",PG,Memphis
1509,2008,1,2,"Beasley, Michael",PF,Kansas State
1510,2008,1,3,"Mayo, O. J.",SG,USC
1511,2008,1,4,"Westbrook, Russell",PG,UCLA
1512,2008,1,5,"Love, Kevin",PF,UCLA
1513,2008,1,6,"Gallinari, Danilo",SF,Olimpia Milano
1514,2008,1,7,"Gordon, Eric",SG,Indiana
1515,2008,1,8,"Alexander, Joe",SF,West Virginia
1516,2008,1,9,"Augustin, D. J.",PG,Texas
1517,2008,1,10,"Lopez, Brook",C,Stanford
1518,2008,1,11,"Bayless, Jerryd",PG,Arizona
1519,2008,1,12,"Thompson, Jason",PF,Rider
1520,2008,1,13,"Rush, Brandon",SG,Kansas
1521,2008,1,14,"Randolph, Anthony",PF,LSU
1522,2008,1,15,"Lopez, Robin",C,Stanford
1523,2008,1,16,"Speights, Marreese",PF,Florida
1524,2008,1,17,"Hibbert, Roy",C,Georgetown
1525,2008,1,18,"McGee, Javale",C,Nevada
1526,2008,1,19,"Hickson, J. J.",PF,NC State
1527,2008,1,20,"AjinÃ§a, Alexis",C,HyÃ¨res-Toulon
1528,2008,1,21,"Anderson, Ryan",PF,California
1529,2008,1,22,"Lee, Courtney",SG,Western Kentucky
1530,2008,1,23,"Koufos, Kosta",C,Ohio State
1531,2008,1,24,"Ibaka, Serge",PF,L'Hospitalet
1532,2008,1,25,"Batum, Nicolas",SF,Le Mans
1533,2008,1,26,"Hill, George",PG,IUPUI
1534,2008,1,27,"Arthur, Darrell",PF,Kansas
1535,2008,1,28,"Greene, DontÃ©",SF,Syracuse
1536,2008,1,29,"White, D. J.",PF,Indiana
1537,2008,1,30,"Giddens, J. R.",SG,New Mexico
1538,2008,2,31,"PekoviÄ‡, Nikola",C,Panathinaikos
1539,2008,2,32,"Sharpe, Walter",PF,UAB
1540,2008,2,33,"Dorsey, Joey",PF,Memphis
1541,2008,2,34,"Chalmers, Mario",PG,Kansas
1542,2008,2,35,"Jordan, DeAndre",C,Texas A&M
1543,2008,2,36,"AÅŸÄ±k, Ã–mer",C,FenerbahÃ§e Ãœlker
1544,2008,2,37,"Mbah a Moute, Luc",SF,UCLA
1545,2008,2,38,"Weaver, Kyle",SG,Washington State
1546,2008,2,39,"Weems, Sonny",SG,Arkansas
1547,2008,2,40,"Douglas-Roberts, Chris",SG,Memphis
1548,2008,2,41,"Jawai, Nathan",PF,Cairns Taipans
1549,2008,2,42,"Singletary, Sean",PG,Virginia
1550,2008,2,43,"Ewing, Jr., Patrick",SF,Georgetown
1551,2008,2,44,"TomiÄ‡, Ante",C,KK Zagreb
1552,2008,2,45,"DragiÄ‡, Goran",PG,Union Olimpija
1553,2008,2,46,"Plaisted, Trent",PF,BYU
1554,2008,2,47,"Walker, Bill",SG,Kansas State
1555,2008,2,48,"Hairston, Malik",SG,Oregon
1556,2008,2,49,"Hendrix, Richard",PF,Alabama
1557,2008,2,50,"Hardin, DeVon",C,California
1558,2008,2,51,"Foster, Shan",SG,Vanderbilt
1559,2008,2,52,"Jackson, Darnell",PF,Kansas
1560,2008,2,53,"DragiÄ‡eviÄ‡, Tadija",PF,Red Star Belgrade
1561,2008,2,54,"Leunen, Maarty",PF,Oregon
1562,2008,2,55,"Taylor, Mike",PG,Idaho Stampede
1563,2008,2,56,"Kaun, Sasha",C,Kansas
1564,2008,2,57,"Gist, James",PF,Maryland
1565,2008,2,58,"Crawford, Joe",SG,Kentucky
1566,2008,2,59,"Washington, Deron",SF,Virginia Tech
1567,2008,2,60,"Erden, Semih",C,FenerbahÃ§e Ãœlker
1568,2009,1,1,"Griffin, Blake",PF,Oklahoma
1569,2009,1,2,"Thabeet, Hasheem",C,Connecticut
1570,2009,1,3,"Harden, James",SG,Arizona State
1571,2009,1,4,"Evans, Tyreke",SG,Memphis
1572,2009,1,5,"Rubio, Ricky",PG,DKV Joventut
1573,2009,1,6,"Flynn, Jonny",PG,Syracuse
1574,2009,1,7,"Curry, Stephen",PG,Davidson
1575,2009,1,8,"Hill, Jordan",PF,Arizona
1576,2009,1,9,"DeRozan, DeMar",SG,USC
1577,2009,1,10,"Jennings, Brandon",PG,Lottomatica Roma
1578,2009,1,11,"Williams, Terrence",SG,Louisville
1579,2009,1,12,"Henderson, Gerald",SG,Duke
1580,2009,1,13,"Hansbrough, Tyler",PF,North Carolina
1581,2009,1,14,"Clark, Earl",SF,Louisville
1582,2009,1,15,"Daye, Austin",SF,Gonzaga
1583,2009,1,16,"Johnson, James",SF,Wake Forest
1584,2009,1,17,"Holiday, Jrue",PG,UCLA
1585,2009,1,18,"Lawson, Ty",PG,North Carolina
1586,2009,1,19,"Teague, Jeff",PG,Wake Forest
1587,2009,1,20,"Maynor, Eric",PG,VCU
1588,2009,1,21,"Collison, Darren",PG,UCLA
1589,2009,1,22,"Claver, VÃ_ctor",SF,Pamesa Valencia
1590,2009,1,23,"Casspi, Omri",SF,Maccabi Tel Aviv
1591,2009,1,24,"Mullens, Byron",C,Ohio State
1592,2009,1,25,"Beaubois, Rodrigue",PG,Cholet
1593,2009,1,26,"Gibson, Taj",PF,USC
1594,2009,1,27,"Carroll, DeMarre",SF,Missouri
1595,2009,1,28,"Ellington, Wayne",SG,North Carolina
1596,2009,1,29,"Douglas, Toney",PG,Florida State
1597,2009,1,30,"Eyenga, Christian",SF,CB Prat
1598,2009,2,31,"Pendergraph, Jeff",PF,Arizona State
1599,2009,2,32,"Taylor, Jermaine",SG,Central Florida
1600,2009,2,33,"Cunningham, Dante",PF,Villanova
1601,2009,2,34,"Llull, Sergio",PG,Real Madrid
1602,2009,2,35,"Summers, DaJuan",PF,Georgetown
1603,2009,2,36,"Young, Sam",SF,Pittsburgh
1604,2009,2,37,"Blair, DeJuan",PF,Pittsburgh
1605,2009,2,38,"Brockman, Jon",PF,Washington
1606,2009,2,39,"Jerebko, Jonas",PF,Angelico Biella
1607,2009,2,40,"Brown, Derrick",SF,Xavier
1608,2009,2,41,"Meeks, Jodie",SG,Kentucky
1609,2009,2,42,"Beverley, Patrick",PG,Arkansas
1610,2009,2,43,"Thornton, Marcus",SG,LSU
1611,2009,2,44,"Budinger, Chase",SF,Arizona
1612,2009,2,45,"Calathes, Nick",PG,Florida
1613,2009,2,46,"Green, Danny",SF,North Carolina
1614,2009,2,47,"Norel, Henk",PF,DKV Joventut
1615,2009,2,48,"Griffin, Taylor",SF,Oklahoma
1616,2009,2,49,"Gladyr, Sergiy",SG,MBC Mykolaiv
1617,2009,2,50,"Suton, Goran",C,Michigan State
1618,2009,2,51,"McClinton, Jack",SG,Miami (FL)
1619,2009,2,52,"Price, A. J.",PG,Connecticut
1620,2009,2,53,"de Colo, Nando",PG,Cholet
1621,2009,2,54,"Vaden, Robert",SG,UAB
1622,2009,2,55,"Mills, Patty",PG,Saint Mary's
1623,2009,2,56,"Nivins, Ahmad",PF,Saint Joseph's
1624,2009,2,57,"PreldÅ_iÄç, Emir",PF,FenerbahÃ§e Ãœlker
1625,2009,2,58,"Hudson, Lester",PG,Tennessee-Martin
1626,2009,2,59,"Elonu, Chinemelu",PF,Texas A&M
1627,2009,2,60,"Dozier, Robert",SF,Memphis
1628,2010,1,1,"Wall, John",PG,Kentucky
1629,2010,1,2,"Turner, Evan",SF/SG,Ohio State
1630,2010,1,3,"Favors, Derrick",PF,Georgia Tech
1631,2010,1,4,"Johnson, Wesley",SF,Syracuse
1632,2010,1,5,"Cousins, DeMarcus",C,Kentucky
1633,2010,1,6,"Udoh, Ekpe",C,Baylor
1634,2010,1,7,"Monroe, Greg",PF,Georgetown
1635,2010,1,8,"Aminu, Al-Farouq",SF,Wake Forest
1636,2010,1,9,"Hayward, Gordon",SF,Butler
1637,2010,1,10,"George, Paul",SF,Fresno State
1638,2010,1,11,"Aldrich, Cole",C,Kansas
1639,2010,1,12,"Henry, Xavier",SG,Kansas
1640,2010,1,13,"Davis, Ed",PF,North Carolina
1641,2010,1,14,"Patterson, Patrick",PF,Kentucky
1642,2010,1,15,"Sanders, Larry",C,VCU
1643,2010,1,16,"Babbitt, Luke",SF,Nevada
1644,2010,1,17,"SÃ©raphin, KÃ©vin",PF,Cholet Basket
1645,2010,1,18,"Bledsoe, Eric",PG,Kentucky
1646,2010,1,19,"Bradley, Avery",SG,Texas
1647,2010,1,20,"Anderson, James",SG,Oklahoma State
1648,2010,1,21,"Brackins, Craig",PF,Iowa State
1649,2010,1,22,"Williams, Elliot",SG,Memphis
1650,2010,1,23,"Booker, Trevor",PF,Clemson
1651,2010,1,24,"James, Damion",SF,Texas
1652,2010,1,25,"Jones, Dominique",SG,USF
1653,2010,1,26,"Pondexter, Quincy",SF,Washington
1654,2010,1,27,"Crawford, Jordan",SG,Xavier
1655,2010,1,28,"VÃ¡squez, Greivis",PG,Maryland
1656,2010,1,29,"Orton, Daniel",C,Kentucky
1657,2010,1,30,"Hayward, Lazar",SF,Marquette
1658,2010,2,31,"PleiÃŸ, Tibor",C,Brose Bamberg
1659,2010,2,32,"Pittman, Dexter",C,Texas
1660,2010,2,33,"Whiteside, Hassan",C,Marshall
1661,2010,2,34,"Johnson, Armon",PG,Nevada
1662,2010,2,35,"Bjelica, Nemanja",SF,Red Star Belgrade
1663,2010,2,36,"White, Terrico",SG,Ole Miss
1664,2010,2,37,"Hobson, Darington",SF,New Mexico
1665,2010,2,38,"Rautins, Andy",SG,Syracuse
1666,2010,2,39,"Fields, Landry",SG,Stanford
1667,2010,2,40,"Stephenson, Lance",SG,Cincinnati
1668,2010,2,41,"Varnado, Jarvis",PF,Mississippi State
1669,2010,2,42,"Butler, Da'Sean",SF,West Virginia
1670,2010,2,43,"Ebanks, Devin",SF,West Virginia
1671,2010,2,44,"Jordan, Jerome",C,Tulsa
1672,2010,2,45,"Prestes, PaulÃ£o",C,CB Murcia
1673,2010,2,46,"Lawal, Gani",PF,Georgia Tech
1674,2010,2,47,"Gallon, Tiny",PF,Oklahoma
1675,2010,2,48,"Williams, Latavious",SF,Tulsa 66ers
1676,2010,2,49,"Richards, Ryan",PF,CB Gran Canaria
1677,2010,2,50,"Alabi, Solomon",C,Florida State
1678,2010,2,51,"Rolle, Magnum",PF,Louisiana Tech
1679,2010,2,52,"Harangody, Luke",PF,Notre Dame
1680,2010,2,53,"Sy, Pape",SF,STB Le Havre
1681,2010,2,54,"Warren, Willie",PG,Oklahoma
1682,2010,2,55,"Evans, Jeremy",PF,WKU
1683,2010,2,56,"Ndiaye, Hamady",C,Rutgers
1684,2010,2,57,"Reid, Ryan",PF,Florida State
1685,2010,2,58,"Caracter, Derrick",PF,UTEP
1686,2010,2,59,"Robinson, Stanley",SF,Connecticut
1687,2010,2,60,"Collins, Dwayne",PF,Miami
1688,2011,1,1,"Irving, Kyrie",PG,Duke
1689,2011,1,2,"Williams, Derrick",SF/PF,Arizona
1690,2011,1,3,"Kanter, Enes",C,Kentucky
1691,2011,1,4,"Thompson, Tristan",C/PF,Texas
1692,2011,1,5,"ValanÄçiÅ«nas, Jonas",C,Lietuvos rytas Vilnius
1693,2011,1,6,"VeselÃ_, Jan",PF,Partizan Belgrade
1694,2011,1,7,"Biyombo, Bismack",C,Fuenlabrada
1695,2011,1,8,"Knight, Brandon",PG,Kentucky
1696,2011,1,9,"Walker, Kemba",PG,Connecticut
1697,2011,1,10,"Fredette, Jimmer",PG/SG,BYU
1698,2011,1,11,"Thompson, Klay",SG,Washington State
1699,2011,1,12,"Burks, Alec",SG,Colorado
1700,2011,1,13,"Morris, Markieff",PF,Kansas
1701,2011,1,14,"Morris, Marcus",PF/SF,Kansas
1702,2011,1,15,"Leonard, Kawhi",SF,San Diego State
1703,2011,1,16,"VuÄçeviÄ‡, Nikola",C,USC
1704,2011,1,17,"Shumpert, Iman",SG,Georgia Tech
1705,2011,1,18,"Singleton, Chris",SF,Florida State
1706,2011,1,19,"Harris, Tobias",SF,Tennessee
1707,2011,1,20,"MotiejÅ«nas, Donatas",PF,Benetton Treviso
1708,2011,1,21,"Smith, Nolan",PG,Duke
1709,2011,1,22,"Faried, Kenneth",PF,Morehead State
1710,2011,1,23,"MirotiÄ‡, Nikola",PF,Real Madrid
1711,2011,1,24,"Jackson, Reggie",PG,Boston College
1712,2011,1,25,"Brooks, MarShon",SG,Providence
1713,2011,1,26,"Hamilton, Jordan",SG,Texas
1714,2011,1,27,"Johnson, JaJuan",PF,Purdue
1715,2011,1,28,"Cole, Norris",PG,Cleveland State
1716,2011,1,29,"Joseph, Cory",PG,Texas
1717,2011,1,30,"Butler, Jimmy",SG,Marquette
1718,2011,2,31,"BogdanoviÄ‡, Bojan",SF/SG,Cibona Zagreb
1719,2011,2,32,"Harper, Justin",PF,Richmond
1720,2011,2,33,"Singler, Kyle",SF,Duke
1721,2011,2,34,"Mack, Shelvin",PG,Butler
1722,2011,2,35,"Honeycutt, Tyler",SF,UCLA
1723,2011,2,36,"Williams, Jordan",PF,Maryland
1724,2011,2,37,"Thompkins, Trey",PF,Georgia
1725,2011,2,38,"Parsons, Chandler",SF,Florida
1726,2011,2,39,"Tyler, Jeremy",PF,Tokyo Apache
1727,2011,2,40,"Leuer, Jon",PF,Wisconsin
1728,2011,2,41,"Morris, Darius",PG,Michigan
1729,2011,2,42,"BertÄÅns, DÄÅvis",SF,Union Olimpija
1730,2011,2,43,"Lee, Malcolm",SG,UCLA
1731,2011,2,44,"Jenkins, Charles",PG,Hofstra
1732,2011,2,45,"Harrellson, Josh",C,Kentucky
1733,2011,2,46,"Goudelock, Andrew",PG,College of Charleston
1734,2011,2,47,"Leslie, Travis",SG,Georgia
1735,2011,2,48,"Benson, Keith",C,Oakland
1736,2011,2,49,"Selby, Josh",PG,Kansas
1737,2011,2,50,"Allen, Lavoy",PF,Temple
1738,2011,2,51,"Diebler, Jon",SG,Ohio State
1739,2011,2,52,"Macklin, Vernon",PF,Florida
1740,2011,2,53,"Liggins, DeAndre",SG,Kentucky
1741,2011,2,54,"Macvan, Milan",PF,Maccabi Tel Aviv
1742,2011,2,55,"Moore, Etwaun",SG,Purdue
1743,2011,2,56,"Maduabum, Chukwudiebere",PF,Bakersfield Jam
1744,2011,2,57,"Ngombo, Tanguy",SF,Al Rayyan
1745,2011,2,58,"Majok, Ater",PF,Gold Coast Blaze
1746,2011,2,59,"Hanga, ÃÅdÃ¡m",SG,Albacomp
1747,2011,2,60,"Thomas, Isaiah",PG,Washington
1748,2012,1,1,"Davis, Anthony",PF/C,Kentucky
1749,2012,1,2,"Kidd-Gilchrist, Michael",SF,Kentucky
1750,2012,1,3,"Beal, Bradley",SG,Florida
1751,2012,1,4,"Waiters, Dion",SG,Syracuse
1752,2012,1,5,"Robinson, Thomas",PF,Kansas
1753,2012,1,6,"Lillard, Damian",PG,Weber St.
1754,2012,1,7,"Barnes, Harrison",SF,North Carolina
1755,2012,1,8,"Ross, Terrence",SG,Washington
1756,2012,1,9,"Drummond, Andre",C,Connecticut
1757,2012,1,10,"Rivers, Austin",SG,Duke
1758,2012,1,11,"Leonard, Meyers",C,Illinois
1759,2012,1,12,"Lamb, Jeremy",SG,Connecticut
1760,2012,1,13,"Marshall, Kendall",PG,North Carolina
1761,2012,1,14,"Henson, John",PF,North Carolina
1762,2012,1,15,"Harkless, Maurice",SF,St. John's
1763,2012,1,16,"White, Royce",PF,Iowa St.
1764,2012,1,17,"Zeller, Tyler",C,North Carolina
1765,2012,1,18,"Jones, Terrence",PF,Kentucky
1766,2012,1,19,"Nicholson, Andrew",PF,St. Bonaventure
1767,2012,1,20,"Fournier, Evan",SG,Poitiers Basket
1768,2012,1,21,"Sullinger, Jared",PF,Ohio St.
1769,2012,1,22,"Melo, Fab",C,Syracuse
1770,2012,1,23,"Jenkins, John",SG,Vanderbilt
1771,2012,1,24,"Cunningham, Jared",SG,Oregon St.
1772,2012,1,25,"Wroten, Tony",PG,Washington
1773,2012,1,26,"Plumlee, Miles",C,Duke
1774,2012,1,27,"Moultrie, Arnett",PF,Mississippi St.
1775,2012,1,28,"Jones III, Perry",SF,Baylor
1776,2012,1,29,"Teague, Marquis",PG,Kentucky
1777,2012,1,30,"Ezeli, Festus",C,Vanderbilt
1778,2012,2,31,"Taylor, Jeffery",SF,Vanderbilt
1779,2012,2,32,"SatoranskÃ_, TomÃ¡Å¡",SG,Banca CÃ_vica Sevilla
1780,2012,2,33,"James, Bernard",C,Florida St.
1781,2012,2,34,"Crowder, Jae",SF,Marquette
1782,2012,2,35,"Green, Draymond",PF,Michigan St.
1783,2012,2,36,"Johnson, Orlando",SG,UC Santa Barbara
1784,2012,2,37,"Acy, Quincy",PF,Baylor
1785,2012,2,38,"Miller, Quincy",SF,Baylor
1786,2012,2,39,"Middleton, Khris",SF,Texas A&M
1787,2012,2,40,"Barton, Will",SG,Memphis
1788,2012,2,41,"Taylor, Tyshawn",PG,Kansas
1789,2012,2,42,"Lamb, Doron",SG,Kentucky
1790,2012,2,43,"Scott, Mike",PF,Virginia
1791,2012,2,44,"English, Kim",SG,Missouri
1792,2012,2,45,"Hamilton, Justin",C,LSU
1793,2012,2,46,"Miller, Darius",SF,Kentucky
1794,2012,2,47,"Murphy, Kevin",SG,Tennessee Tech
1795,2012,2,48,"Papanikolaou, Kostas",SF,Olympiacos
1796,2012,2,49,"O'Quinn, Kyle",PF,Norfolk St.
1797,2012,2,50,"Turkyilmaz, Izzet",PF,Banvit
1798,2012,2,51,"Joseph, Kris",SF,Syracuse
1799,2012,2,52,"KuzmiÄ‡, Ognjen",C,Clinicas RincÃ_n
1800,2012,2,53,"Aldemir, Furkan",PF,Galatasaray
1801,2012,2,54,"Shengelia, Tornike",SF,Spirou Charleroi
1802,2012,2,55,"Johnson-Odom, Darius",SG,Marquette
1803,2012,2,56,"ZubÄçiÄ‡, Tomislav",PF,Cibona Zagreb
1804,2012,2,57,"Karaman, Ä°lkan",PF,PÄ±nar KarÅŸÄ±yaka
1805,2012,2,58,"Hummel, Robbie",SF,Purdue
1806,2012,2,59,"Denmon, Marcus",PG,Missouri
1807,2012,2,60,"Sacre, Robert",C,Gonzaga
1808,2013,1,1,"Bennett, Anthony",PF/SF,UNLV
1809,2013,1,2,"Oladipo, Victor",SG/PG,Indiana
1810,2013,1,3,"Porter, Otto",SF,Georgetown
1811,2013,1,4,"Zeller, Cody",C/PF,Indiana
1812,2013,1,5,"Len, Alex",C,Maryland
1813,2013,1,6,"Noel, Nerlens",C,Kentucky
1814,2013,1,7,"McLemore, Ben",SG,Kansas
1815,2013,1,8,"Caldwell-Pope, Kentavious",SG,Georgia
1816,2013,1,9,"Burke, Trey",PG,Michigan
1817,2013,1,10,"McCollum, C. J.",SG,Lehigh
1818,2013,1,11,"Carter-Williams, Michael",PG,Syracuse
1819,2013,1,12,"Adams, Steven",C,Pittsburgh
1820,2013,1,13,"Olynyk, Kelly",C,Gonzaga
1821,2013,1,14,"Muhammad, Shabazz",SG/SF,UCLA
1822,2013,1,15,"Antetokounmpo, Giannis",SF/PF,Filathlitikos
1823,2013,1,16,"Nogueira, Lucas",C,Estudiantes
1824,2013,1,17,"SchrÃ¶der, Dennis",PG,Phantoms Braunschweig
1825,2013,1,18,"Larkin, Shane",PG,Miami (FL)
1826,2013,1,19,"Karasev, Sergey",SG/SF,Triumph Lyubertsy
1827,2013,1,20,"Snell, Tony",SF,New Mexico
1828,2013,1,21,"Dieng, Gorgui",C,Louisville
1829,2013,1,22,"Plumlee, Mason",C,Duke
1830,2013,1,23,"Hill, Solomon",SF,Arizona
1831,2013,1,24,"Hardaway Jr., Tim",SG,Michigan
1832,2013,1,25,"Bullock, Reggie",SF,North Carolina
1833,2013,1,26,"Roberson, AndrÃ©",SG/SF,Colorado
1834,2013,1,27,"Gobert, Rudy",C,Cholet Basket
1835,2013,1,28,"Jean-Charles, Livio",SF,ASVEL Basket
1836,2013,1,29,"Goodwin, Archie",SG,Kentucky
1837,2013,1,30,"NedoviÄ‡, Nemanja",PG,Lietuvos Rytas
1838,2013,2,31,"Crabbe, Allen",SG,California
1839,2013,2,32,"Abrines, ÃÅlex",SG/SF,FC Barcelona
1840,2013,2,33,"Felix, Carrick",SG,Arizona State
1841,2013,2,34,"Canaan, Isaiah",PG,Murray State
1842,2013,2,35,"Rice Jr., Glen",SG,Rio Grande Valley Vipers
1843,2013,2,36,"McCallum Jr., Ray",PG,Detroit
1844,2013,2,37,"Mitchell, Tony",PF,North Texas
1845,2013,2,38,"Wolters, Nate",PG,South Dakota State
1846,2013,2,39,"Withey, Jeff",C,Kansas
1847,2013,2,40,"Jerrett, Grant",PF,Arizona
1848,2013,2,41,"Franklin, Jamaal",SG,San Diego State
1849,2013,2,42,"Jackson, Pierre",PG,Baylor
1850,2013,2,43,"Ledo, Ricky",SG,Providence
1851,2013,2,44,"Muscala, Mike",C,Bucknell
1852,2013,2,45,"TodoroviÄ‡, Marko",PF/C,FC Barcelona
1853,2013,2,46,"Green, Erick",PG,Virginia Tech
1854,2013,2,47,"Neto, Raul",PG,Gipuzkoa Basket
1855,2013,2,48,"Kelly, Ryan",PF,Duke
1856,2013,2,49,"Murphy, Erik",PF,Florida
1857,2013,2,50,"Ennis, James",SF,Long Beach State
1858,2013,2,51,"Osby, Romero",PF,Oklahoma
1859,2013,2,52,"Brown, Lorenzo",PG,NC State
1860,2013,2,53,"Iverson, Colton",C,Colorado State
1861,2013,2,54,"Kazemi, Arsalan",PF,Oregon
1862,2013,2,55,"Lauvergne, Joffrey",C,Partizan Belgrade
1863,2013,2,56,"Siva, Peyton",PG,Louisville
1864,2013,2,57,"Oriakhi, Alex",C,Missouri
1865,2013,2,58,"Thomas, Deshaun",SF,Ohio State
1866,2013,2,59,"DubljeviÄ‡, Bojan",PF,Valencia Basket
1867,2013,2,60,"Timma, JÄÅnis",SF,BK Ventspils
1868,2014,1,1,"Wiggins, Andrew",SF/SG,Kansas
1869,2014,1,2,"Parker, Jabari",SF/PF,Duke
1870,2014,1,3,"Embiid, Joel",C,Kansas
1871,2014,1,4,"Gordon, Aaron",PF,Arizona
1872,2014,1,5,"Exum, Dante",PG/SG,Australian Institute of Sport
1873,2014,1,6,"Smart, Marcus",PG,Oklahoma State
1874,2014,1,7,"Randle, Julius",PF,Kentucky
1875,2014,1,8,"Stauskas, Nik",SG,Michigan
1876,2014,1,9,"Vonleh, Noah",PF,Indiana
1877,2014,1,10,"Payton, Elfrid",PG,Louisianaâ€“Lafayette
1878,2014,1,11,"McDermott, Doug",SF,Creighton
1879,2014,1,12,"Saric, Dario",SF/PF,Cibona Zagreb
1880,2014,1,13,"LaVine, Zach",SG,UCLA
1881,2014,1,14,"Warren, T. J.",SF,North Carolina State
1882,2014,1,15,"Payne, Adreian",PF,Michigan State
1883,2014,1,16,"NurkiÄ‡, Jusuf",C,Cedevita Zagreb
1884,2014,1,17,"Young, James",SG/SF,Kentucky
1885,2014,1,18,"Ennis, Tyler",PG,Syracuse
1886,2014,1,19,"Harris, Gary",SG,Michigan State
1887,2014,1,20,"Caboclo, Bruno",SF,EC Pinheiros
1888,2014,1,21,"McGary, Mitch",PF,Michigan
1889,2014,1,22,"Adams, Jordan",SG,UCLA
1890,2014,1,23,"Hood, Rodney",SG,Duke
1891,2014,1,24,"Napier, Shabazz",PG,Connecticut
1892,2014,1,25,"Capela, Clint",C,Ã‰lan Chalon
1893,2014,1,26,"Hairston, P. J.",SG,Texas Legends
1894,2014,1,27,"BogdanoviÄ‡, Bogdan",SG,Partizan Belgrade
1895,2014,1,28,"Wilcox, C. J.",SG,Washington
1896,2014,1,29,"Huestis, Josh",SF/PF,Stanford
1897,2014,1,30,"Anderson, Kyle",SF,UCLA
1898,2014,2,31,"Inglis, Damien",SF,Chorale Roanne
1899,2014,2,32,"McDaniels, K. J.",SF,Clemson
1900,2014,2,33,"Harris, Joe",SG,Virginia
1901,2014,2,34,"Early, Cleanthony",SF,Wichita State
1902,2014,2,35,"Stokes, Jarnell",PF,Tennessee
1903,2014,2,36,"O'Bryant III, Johnny",PF,Louisiana State
1904,2014,2,37,"Daniels, DeAndre",SF,Connecticut
1905,2014,2,38,"Dinwiddie, Spencer",PG/SG,Colorado
1906,2014,2,39,"Grant, Jerami",SF,Syracuse
1907,2014,2,40,"Robinson III, Glenn",SF,Michigan
1908,2014,2,41,"JokiÄ‡, Nikola",PF/C,Mega Vizura
1909,2014,2,42,"Johnson, Nick",PG/SG,Arizona
1910,2014,2,43,"Tavares, Walter",C,CB Gran Canaria
