Rk,Player,Class,Season,Pos,School,Conf,G,MP,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1141,Pierre Miller\pierre-miller-1,JR,2010-11,G,Presbyterian,Big South,31,1132,36.5,3.4,7.5,1.5,2.7,1.9,4.8,0.9,1.5,0.3,3,3.3,3.5,0.5,0,2.3,1.4,9.6
1142,Devon Moore\devon-moore-1,SO,2010-11,G,James Madison,CAA,33,1132,34.3,3.7,7.7,3.1,6.1,0.6,1.7,3.4,4.6,1,2.1,3.1,4.2,0.8,0.3,2.3,2.7,11.4
1143,Vasa Pusica\vasa-pusica-1,JR,2017-18,G,Northeastern,CAA,33,1132,34.3,5.7,11.4,3.4,6,2.3,5.4,4.2,5.2,0.3,3.4,3.6,5.1,1.1,0.1,3.4,2.2,17.9
1144,Chad Tomko\chad-tomko-1,SR,2010-11,G,North Carolina-Wilmington,CAA,31,1132,36.5,6.1,14.8,3.5,7.8,2.6,7,2.8,3.5,0.6,5.3,5.9,4.3,1.9,0.3,3.2,1.9,17.6
1145,Alex Anderson\alex-anderson-1,SR,2015-16,G,Tennessee-Martin,OVC,35,1131,32.3,3.7,10,1.1,2.5,2.7,7.5,1.8,2.1,0.3,2.3,2.6,2.1,0.4,0,1.2,0.8,12
1146,Isaiah Canaan\isaiah-canaan-1,SR,2012-13,G,Murray State,OVC,31,1131,36.5,6.9,16.1,3.9,7.9,3,8.2,4.9,6,0.6,2.9,3.5,4.3,1.5,0.1,3.2,1.9,21.8
1147,Trey Freeman\trey-freeman-2,JR,2014-15,G,Old Dominion,CUSA,35,1131,32.3,6.3,14.3,5,10.6,1.3,3.8,2.9,4,0.6,3.8,4.3,3.6,1.3,0.1,1.7,1.5,16.9
1148,Gary Harris\gary-harris-1,SO,2013-14,G,Michigan State,Big Ten,35,1131,32.3,5.6,13,3.3,6.4,2.3,6.6,3.3,4.1,1.1,2.9,4,2.7,1.8,0.4,1.7,2.1,16.7
1149,Murphy Holloway\murphy-holloway-1,SR,2012-13,F,Mississippi,SEC,36,1131,31.4,5.9,10.7,5.9,10.5,0,0.2,2.6,4.8,3.5,6.2,9.7,1.3,1.6,0.7,2.1,2.4,14.5
1150,Terrell Lewis\terrell-lewis-1,SO,2015-16,G,Eastern Illinois,OVC,30,1131,37.7,3.4,9.3,1.3,3.6,2.1,5.7,2,3.1,0.8,2.1,2.9,5.7,1.2,0,1.9,2,11
1151,Delbert Love\delbert-love-1,FR,2011-12,G,Kennesaw State,A-Sun,31,1131,36.5,4.3,10.3,2.2,4.2,2.1,6.1,1.7,2.5,0.7,2.3,3,3,1.7,0.1,2.8,2.7,12.4
1152,Antoine Mason\antoine-mason-1,FR,2011-12,G,Niagara,MAAC,33,1131,34.3,5.1,13.3,4,9.3,1.1,4,3.8,5.8,1.5,3.1,4.6,2.1,1.2,0.1,2.5,2.5,15.1
1153,Yante Maten\yante-maten-1,SR,2017-18,F,Georgia,SEC,33,1131,34.3,6.3,13.5,5.4,10.9,0.9,2.6,5.8,7.3,3.5,5.1,8.6,1.5,0.5,1.5,2,2.2,19.3
1154,Mackey McKnight\mackey-mcknight-1,SR,2013-14,G,Lehigh,Patriot,32,1131,35.3,4.4,11.1,3.2,7.2,1.3,3.9,3.3,4.5,0.5,3.5,4,6,1.3,0.1,2.6,2.3,13.5
1155,Ben Moore\ben-moore-1,SR,2016-17,F,Southern Methodist,AAC,35,1131,32.3,4.5,8.1,4.5,8,0,0.1,2.3,3.7,2.6,5.2,7.8,2.4,0.9,1.1,1.6,2.7,11.4
1156,Brock Motum\brock-motum-1,SR,2012-13,F,Washington State,Pac-12,32,1131,35.3,6.8,14.8,5.3,10.6,1.4,4.2,3.8,5.1,1.9,4.4,6.3,1.1,0.6,0.8,2.4,2.3,18.7
1157,Braxton Ogbueze\braxton-ogbueze-1,JR,2015-16,G,Charlotte,CUSA,33,1131,34.3,4.8,11.6,1.5,3.9,3.3,7.7,1.5,2,0.5,1.8,2.3,2.6,0.5,0.1,1.2,1.5,14.5
1158,Georgie Pacheco-Ortiz\georgie-pacheco-ortiz-1,SO,2017-18,G,Liberty,Big South,37,1131,30.6,3.1,7.2,1.9,4.2,1.2,3,2.6,2.9,0.4,2.1,2.5,2.5,0.9,0.1,1.5,1.4,9.9
1159,Adrian Rodgers\adrian-rogers-2,SR,2015-16,G,Southern,SWAC,35,1131,32.3,5.7,14.1,3.5,7.8,2.3,6.2,2.8,3.5,1,4.4,5.4,1.3,1.1,0.1,1.7,1.8,16.6
1160,Francisco Santiago\francisco-santiago-1,JR,2016-17,G,Youngstown State,Horizon,34,1131,33.3,4.6,9.8,3.6,7,1,2.8,1.4,1.8,1,4.3,5.2,4.6,1.4,0.4,2.1,2.2,11.6
1161,Demetrius Treadwell\demetrius-treadwell-1,SR,2013-14,F,Akron,MAC,34,1131,33.3,5.3,11.6,5.3,11.3,0,0.3,4.5,7.4,3.3,5.3,8.6,1.9,1,0.9,2.5,1.8,15.2
1162,Quinton Upshur\quinton-upshur-1,SR,2014-15,G,Northern Arizona,Big Sky,38,1131,29.8,4.5,11.9,2.4,5.4,2.2,6.5,3.2,4.3,0.5,2.9,3.4,1.2,0.9,1.1,1.3,2.8,14.4
1163,Quincy Acy\quincy-acy-1,SR,2011-12,F,Baylor,Big 12,38,1130,29.7,4.2,7.2,4.1,7.1,0.1,0.1,3.6,4.6,2.6,4.8,7.4,1,0.9,1.8,1.9,3.1,12
1164,Byron Ashe\byron-ashe-1,SR,2017-18,G,Longwood,Big South,33,1130,34.2,4.6,12.9,3.1,7.5,1.5,5.4,2.1,2.8,0.9,4.2,5.1,2.3,1.3,0.3,2.9,1.9,12.9
1165,Mike Black\mike-black-1,SR,2012-13,G,Albany (NY),AEC,35,1130,32.3,4.6,11.5,3,7.2,1.6,4.2,4.1,5.3,0.8,2.4,3.2,2.4,1,0.1,2.9,1.9,14.8
1166,Seth Curry\seth-curry-1,SR,2012-13,G,Duke,ACC,35,1130,32.3,5.6,12.1,2.9,5.9,2.7,6.2,3.5,4.3,0.6,2,2.5,1.5,0.9,0.2,1.2,1.7,17.5
1167,Matt Dickey\matt-dickey-1,SR,2011-12,G,North Carolina-Asheville,Big South,34,1130,33.2,4.5,10,2.6,5,1.8,5,5.4,6.2,0.8,2.6,3.3,3.6,1.5,0.1,2.4,2.2,16.1
1168,Nat Dixon\nat-dixon-1,JR,2017-18,G,Chattanooga,Southern,31,1130,36.5,4.5,10.3,2.4,4.9,2.1,5.4,2.7,3.6,1.2,3.4,4.6,1.9,1,0.3,2,1.7,13.8
1169,Cory Gensler\cory-gensler-1,FR,2016-17,G,Campbell,Big South,37,1130,30.5,2.6,5.7,1.2,2.4,1.3,3.3,0.7,1,0.7,3.4,4.1,1.1,1.1,0.4,0.6,1.9,7.2
1170,D'Angelo Harrison\dangelo-harrison-1,FR,2011-12,G,St. John's (NY),Big East,32,1130,35.3,4.9,13.2,2.6,6.7,2.4,6.5,4.8,5.9,1.3,2.6,3.9,2.1,1.6,0.3,2.2,2.9,17
1171,Hayden Humes\hayden-humes-1,JR,2012-13,F,Illinois-Chicago,Horizon,34,1130,33.2,3.9,8.3,2.4,4.5,1.5,3.8,0.9,1.1,1.5,3.7,5.2,1.3,0.6,0.4,1.4,2.5,10.3
1172,Dante Jackson\dante-jackson-1,SR,2010-11,G,Xavier,A-10,32,1130,35.3,2.6,7.2,0.8,1.9,1.8,5.3,1,1.3,0.7,2.5,3.1,2,1.3,0.2,1.3,2.7,7.9
1173,Roy Devyn Marble\roy-devyn-marble-1,JR,2012-13,G,Iowa,Big Ten,37,1130,30.5,4.8,11.6,3.4,7.6,1.3,4.1,4.1,5.1,0.9,3.1,4,3,1.1,0.3,2.2,1.4,15
1174,Trevor Releford\trevor-releford-1,JR,2012-13,G,Alabama,SEC,34,1130,33.2,4.9,10.3,3.5,6.9,1.4,3.5,3.7,4.5,0.6,2.1,2.7,2.5,2.1,0.1,1.8,2,14.9
1175,Devon Saddler\devon-saddler-1,SO,2011-12,G,Delaware,CAA,32,1130,35.3,6,15.4,4.2,9.5,1.8,5.9,4.9,6.2,0.7,3.4,4.1,1.8,0.8,0.3,3.2,2.6,18.8
1176,Khalil Small\khalil-small-1,SR,2017-18,G,Green Bay,Horizon,33,1130,34.2,6.1,13.8,4.5,9.6,1.6,4.2,4.5,5.4,2.1,4.6,6.7,3.3,1.3,0.1,2.7,2.6,18.2
1177,Nick Winbush\nick-winbush-1,SR,2010-11,F,Miami (OH),MAC,33,1130,34.2,4.4,10.8,2.3,4.8,2.1,5.9,1.6,2.1,1.6,5.3,6.9,1,0.7,1.1,1.3,2.9,12.4
1178,Brett Bisping\brett-bisping-1,JR,2015-16,F,Siena,MAAC,34,1129,33.2,5.3,11.4,4.1,8.1,1.2,3.4,4.1,5.2,2.3,8.1,10.4,1.5,0.7,0.4,2.4,3.1,15.9
1179,Wayne Blackshear\wayne-blackshear-1,SR,2014-15,G,Louisville,ACC,36,1129,31.4,3.7,9.3,2,4.3,1.7,5,2.6,3.3,0.9,3.3,4.3,1.2,1,0.6,1,2.6,11.6
1180,Tone Boyle\tone-boyle-1,SR,2010-11,G,Milwaukee,Horizon,33,1129,34.2,4,10.7,1.5,3.5,2.5,7.1,2.4,3.2,0.5,2.8,3.3,1.1,0.9,0.1,1.2,1.5,12.9
1181,Lorenzo Brown\lorenzo-brown-1,JR,2012-13,G,North Carolina State,ACC,33,1129,34.2,4.2,10.1,3.6,7.8,0.6,2.3,3.3,4.2,0.7,3.7,4.3,7.2,2,0.6,3.5,2,12.4
1182,Khalil Davis\khalil-davis-1,SR,2015-16,G,Austin Peay,OVC,36,1129,31.4,3.7,8.7,2.8,5.3,0.9,3.3,2.9,4.3,1.4,2.6,4,2.7,1.2,0.3,2.6,2.8,11.2
1183,Isaac Hamilton\isaac-hamilton-1,JR,2015-16,G,UCLA,Pac-12,32,1129,35.3,6.4,13.6,4.6,8.7,1.9,5,2.1,2.6,1,3.3,4.2,3.3,1,0.1,2.4,2.2,16.8
1184,Olivier Hanlan\olivier-hanlan-1,FR,2012-13,G,Boston College,ACC,33,1129,34.2,5.1,11,3.5,7.2,1.5,3.8,3.8,5.1,0.8,3.4,4.2,2.3,1.2,0.1,2.2,2,15.5
1185,Dwight Hardy\dwight-hardy-1,SR,2010-11,G,St. John's (NY),Big East,33,1129,34.2,5.9,13.1,4,7.8,1.9,5.3,4.6,5.5,0.8,2.2,2.9,1.9,1.3,0.1,2.2,1.8,18.3
1186,Twymond Howard\twymond-howard-1,SR,2015-16,F,Tennessee-Martin,OVC,34,1129,33.2,5.5,12.2,4.9,10.4,0.6,1.8,3.9,5.3,1.2,5.8,7,2.4,0.7,0.4,2.3,2.4,15.6
1187,Joe Jackson\joe-jackson-1,SR,2013-14,G,Memphis,AAC,34,1129,33.2,4.5,10.2,3.9,7.8,0.7,2.5,4.3,5.6,1.1,2.5,3.6,4.5,1.5,0.1,2.1,2,14.1
1188,Bronson Koenig\bronson-koenig-1,SR,2016-17,G,Wisconsin,Big Ten,36,1129,31.4,5,12,2.2,4.7,2.9,7.3,1.6,1.8,0.2,2,2.1,2,0.6,0.3,1.4,1.7,14.5
1189,Ashton Moore\ashton-moore-1,SR,2014-15,G,Citadel,Southern,30,1129,37.6,5.8,14,3.1,7.1,2.6,6.9,3.9,4.5,0.5,2.7,3.2,3.6,1,0.2,3.4,1.5,18
1190,Austin Rivers\austin-rivers-1,FR,2011-12,G,Duke,ACC,34,1129,33.2,5.1,11.8,3.4,7.1,1.7,4.7,3.6,5.4,0.6,2.8,3.4,2.1,1,0,2.3,2.2,15.5
1191,La'Shard Anderson\lashard-anderson-1,SR,2010-11,G,Boise State,WAC,35,1128,32.2,5,11.5,4.1,8.5,0.9,3.1,4.1,5.2,0.8,2.4,3.2,4.7,2.2,0.4,3.1,3.2,15.1
1192,Diante Baldwin\diante-baldwin-1,JR,2015-16,G,North Carolina-Greensboro,Southern,34,1128,33.2,4.2,10.3,3.6,8.2,0.6,2.1,2.5,3.8,1.6,3.4,4.9,5,1.5,0.4,2.3,2.5,11.6
1193,Jerrold Brooks\jerrold-brooks-1,JR,2012-13,G,Southern Mississippi,CUSA,37,1128,30.5,4,9.6,2,4.1,2,5.5,0.9,1.2,0.3,2.2,2.5,2.3,1.4,0,1.3,1.4,10.9
1194,Joe Cremo\joe-cremo-1,JR,2017-18,G,Albany (NY),AEC,32,1128,35.3,5.7,12.4,3.3,7.2,2.4,5.2,4.1,5,0.6,3.5,4.1,3.8,0.8,0.3,2.1,2.2,17.8
1195,Quenton DeCosey\quenton-decosey-1,SO,2013-14,G,Temple,AAC,31,1128,36.4,5.6,13.5,3.7,8,1.9,5.6,2.3,3.5,0.8,3.1,3.9,2.4,1,0.2,1.8,1.8,15.4
1196,Evan Gordon\evan-gordon-1,JR,2012-13,G,Arizona State,Pac-12,35,1128,32.2,3.3,8.5,1.6,3.5,1.7,5,1.7,2.3,0.6,2.3,2.9,2.2,1.3,0.2,1.3,1.7,10.1
1197,Robbie Hummel\robbie-hummel-1,SR,2011-12,F,Purdue,Big Ten,35,1128,32.2,5.5,13.3,3.5,7.9,2.1,5.4,3.2,3.9,1.6,5.6,7.2,1.9,0.7,1.2,0.9,2.1,16.4
1198,Rich Kelly\rich-kelly-1,FR,2017-18,G,Quinnipiac,MAAC,33,1128,34.2,3.7,9.5,2.2,4.6,1.5,4.9,2.2,2.8,0.3,2,2.3,4.7,0.7,0.1,2.9,1.9,11.1
1199,Trevor Lacey\trevor-lacey-1,SO,2012-13,G,Alabama,SEC,36,1128,31.3,3.8,9.6,2,4.9,1.7,4.6,2.1,2.9,0.2,3.6,3.8,3.2,1.4,0.4,2.3,1.9,11.3
1200,Chimezie Metu\chimezie-metu-1,SO,2016-17,F,Southern California,Pac-12,36,1128,31.3,5.6,10.2,5.6,10.1,0,0.1,3.6,4.8,2,5.8,7.8,1.4,0.8,1.5,2.1,2.5,14.8
1201,Steffon Mitchell\steffon-mitchell-1,FR,2017-18,F,Boston College,ACC,34,1128,33.2,2.1,5.1,1.5,2.8,0.6,2.4,1.4,2.8,2.9,5.3,8.3,2.1,1.1,1,1.1,1.9,6.4
1202,Kevin Pangos\kevin-pangos-1,SO,2012-13,G,Gonzaga,WCC,35,1128,32.2,3.9,9.1,1.6,3.7,2.2,5.3,1.9,2.4,0.4,2.3,2.7,3.3,1.5,0,1.5,2,11.9
1203,Justin Roberson\justin-roberson-1,SR,2015-16,G,Louisiana-Monroe,Sun Belt,34,1128,33.2,5.4,11.3,4.1,8.3,1.2,3,2.6,3.7,0.8,3.9,4.7,2.7,1.7,0.1,2.2,3.2,14.5
1204,Justin Robinson\justin-robinson-2,SR,2016-17,G,Monmouth,MAAC,34,1128,33.2,6.2,14.9,3.4,7.9,2.8,7,4.4,5.1,0.6,3.2,3.8,4.8,1.4,0.1,2.6,1.6,19.7
1205,Jared Terrell\jared-terrell-1,SR,2017-18,G,Rhode Island,A-10,34,1128,33.2,5.6,13.1,3.4,7.8,2.2,5.3,3.4,4.1,0.9,2.6,3.5,2.4,1.5,0.2,1.7,2.3,16.8
1206,Raiquan Clark\raiquan-clark-1,JR,2017-18,G,Long Island University,NEC,35,1127,32.2,5.9,10.6,5.7,9.8,0.2,0.8,5.2,7,2.1,4.9,7,1.5,1.1,0.4,4.1,3.2,17.3
1207,Shep Garner\shep-garner-1,SO,2015-16,G,Penn State,Big Ten,32,1127,35.2,4.7,12.2,2.3,5.8,2.3,6.4,3.2,4,0.3,2.9,3.2,3.4,1.3,0.2,2,1.8,14.8
1208,Omega Harris\omega-harris-1,JR,2016-17,G,Texas-El Paso,CUSA,31,1127,36.4,5.9,13,4.3,8.8,1.6,4.2,3.6,4.5,0.4,3.2,3.6,2.1,1.3,0.2,2.8,2.2,17
1209,Anthony Ireland\anthony-ireland-1,SR,2013-14,G,Loyola Marymount,WCC,32,1127,35.2,6,14.7,4.7,10.5,1.3,4.2,5.3,6.5,1.2,2.5,3.7,5.4,1.7,0.1,2.8,2.4,18.6
1210,Cameron Payne\cameron-payne-1,SO,2014-15,G,Murray State,OVC,35,1127,32.2,7,15.3,4.6,9,2.4,6.4,3.8,4.8,0.6,3.1,3.7,6,1.9,0.5,2.5,2.1,20.2
1211,Chasson Randle\chasson-randle-1,FR,2011-12,G,Stanford,Pac-12,37,1127,30.5,4.6,10.4,2.3,5.2,2.3,5.2,2.4,3.2,0.6,2.6,3.2,2.1,1.1,0.1,2.2,3,13.8
1212,Corey Sanders\corey-sanders-2,JR,2017-18,G,Rutgers,Big Ten,34,1127,33.1,6,15,5.4,12.1,0.6,2.9,2.5,3.5,0.5,3.8,4.3,3.1,1.3,0.3,2.2,1.6,15.2
1213,Neil Watson\neil-watson-1,SR,2013-14,G,Southern Mississippi,CUSA,36,1127,31.3,3,7.8,1.1,2.8,1.9,5.1,2.8,3.1,0.3,2.2,2.5,4,1.6,0,1.9,2.5,10.8
1214,Marquis Wright\marquis-wright-2,SR,2016-17,G,Siena,MAAC,33,1127,34.2,5.8,14.2,4.2,9.6,1.6,4.6,3.6,4.9,1.3,2.8,4.2,5,1.1,0.2,2.8,2.2,16.8
1215,Deng Adel\deng-adel-1,JR,2017-18,F,Louisville,ACC,34,1126,33.1,5.2,11.7,3.8,7.5,1.5,4.2,3,3.9,0.6,4.5,5.2,2.8,0.6,0.3,2.3,1.4,15
1216,C.J. Anderson\cj-anderson-3,SR,2017-18,G,Massachusetts,A-10,32,1126,35.2,3.6,8.7,2.6,6.2,1,2.5,2.4,3,0.9,4.1,5,5.2,0.7,0.2,2.4,2.4,10.6
1217,Chris Babb\chris-babb-1,JR,2011-12,G,Iowa State,Big 12,34,1126,33.1,2.6,7.1,0.7,1.4,1.9,5.7,0.7,1.1,1,3.1,4.1,1.6,1,0.1,0.7,1.2,7.8
1218,V.J. Beachem\vj-beachem-1,JR,2015-16,F,Notre Dame,ACC,36,1126,31.3,4.4,9.3,2,3.8,2.4,5.5,0.8,1.3,0.8,3.1,3.9,0.8,0.8,0.8,0.9,1.7,12
1219,Anthony Beane\anthony-beane-1,SO,2013-14,G,Southern Illinois,MVC,33,1126,34.1,5.3,11.3,3.8,7.3,1.6,4,2.5,3.2,0.7,2.5,3.2,1.5,1.2,0.1,1.8,2.2,14.7
1220,Cane Broome\cane-broome-1,SO,2015-16,G,Sacred Heart,NEC,30,1126,37.5,7.9,17.7,5.7,10.6,2.2,7.1,5.2,6.8,0.6,4.4,4.9,2.9,1.7,0,3.8,2.4,23.1
1221,Markel Brown\markel-brown-1,JR,2012-13,G,Oklahoma State,Big 12,33,1126,34.1,5.1,11.8,3.5,7.4,1.6,4.3,3.5,4.5,0.5,3.9,4.4,2.4,1,0.8,1.7,2.1,15.3
1222,T.T. Carey\tt-carey-1,JR,2012-13,G,Longwood,Big South,33,1126,34.1,5.7,13.5,3.3,6.8,2.5,6.7,1.7,2.4,0.9,4.2,5.1,1.8,2.2,0.6,1.9,2.3,15.6
1223,Tyler Cavanaugh\tyler-cavanaugh-1,SR,2016-17,F,George Washington,A-10,35,1126,32.2,5.7,12.7,3.8,8.1,1.9,4.7,4.9,5.8,2.5,5.9,8.4,2,0.5,0.4,2.7,2.8,18.3
1224,Majok Deng\majok-deng-1,SR,2015-16,F,Louisiana-Monroe,Sun Belt,31,1126,36.3,6.2,13,4.3,7.9,1.9,5.1,4.1,5,1.6,5.4,7,1.9,0.7,1.6,2.2,2.5,18.4
1225,Tyler Harris\tyler-harris-1,SO,2013-14,F,Providence,Big East,35,1126,32.2,3.9,9,3.1,6.4,0.8,2.6,3,3.5,2.2,2.9,5.1,1.4,1,0.7,2.1,3,11.6
1226,Jerome Hill\jerome-hill-1,JR,2014-15,F,Gardner-Webb,Big South,34,1126,33.1,6.2,13.1,6,12,0.2,1.1,6.4,10.1,3.5,6.7,10.1,2.2,0.5,0.7,3,2.2,18.9
1227,Aaron Johnson\aaron-johnson-2,SR,2010-11,G,Alabama-Birmingham,CUSA,31,1126,36.3,3.7,8.8,3,5.9,0.7,2.9,3.7,4.8,0.3,2.5,2.8,7.7,1.5,0,3.5,2.5,11.8
1228,David Kravish\david-kravish-1,JR,2013-14,F,University of California,Pac-12,35,1126,32.2,5.1,9.4,5,9.2,0.1,0.2,1.1,1.5,2.3,5.4,7.7,1.1,0.6,2.1,1.3,2.7,11.4
1229,Xavier Thames\xavier-thames-1,SR,2013-14,G,San Diego State,MWC,36,1126,31.3,5.2,12.7,3.5,8.2,1.7,4.5,5.4,6.5,0.6,2.3,2.9,3.2,1.6,0.1,1.4,2,17.6
1230,Malcolm Thomas\malcolm-thomas-2,SR,2010-11,F,San Diego State,MWC,37,1126,30.4,4.3,8,4.2,7.6,0.1,0.3,2.8,4.4,2.9,5.2,8.1,2.3,0.5,2,2.1,2.3,11.4
1231,Jaylen Adams\jaylen-adams-1,SO,2015-16,G,St. Bonaventure,A-10,30,1125,37.5,5,11.2,2.2,4.8,2.8,6.4,5.1,5.8,0.8,2.9,3.7,5,1.3,0.3,2.7,2.7,17.9
1232,Josh Adams\josh-adams-1,SR,2015-16,G,Wyoming,MWC,31,1125,36.3,7,15.9,3.9,7.7,3.1,8.2,6.8,8.2,0.6,5,5.6,4.3,1.4,0.6,3.7,2.8,23.9
1233,Keita Bates-Diop\keita-bates-diop-1,JR,2017-18,F,Ohio State,Big Ten,34,1125,33.1,7.3,15.1,5.3,9.7,1.9,5.4,3.3,4.1,1.5,7.2,8.7,1.6,0.9,1.6,1.8,1.7,19.8
1234,Roderick Bobbitt\roderick-bobbitt-1,SR,2015-16,G,Hawaii,Big West,33,1125,34.1,3.8,9.9,2.1,4.9,1.7,5,3.9,4.9,1.1,3.3,4.3,5.5,2.1,0.2,2.8,2.6,13.2
1235,Tyler Haws\tyler-haws-1,SR,2014-15,G,Brigham Young,WCC,35,1125,32.1,7.4,15.4,5.8,11.2,1.5,4.2,5.9,6.7,1.3,3.1,4.5,2.4,0.9,0.3,2,1.4,22.2
1236,Royce O'Neale\royce-oneale-1,SO,2012-13,F,Denver,WAC,32,1125,35.2,3.5,8,2.3,4.4,1.2,3.6,2.9,3.8,1,4.6,5.5,3.5,1.4,0.4,2.3,2.5,11.2
1237,Kyle O'Quinn\kyle-oquinn-1,SR,2011-12,C,Norfolk State,MEAC,36,1125,31.3,5.7,9.9,5.5,9.1,0.2,0.9,4.3,6.2,3.2,7.2,10.3,1.4,0.7,2.7,2.6,3.3,15.9
1238,Gary Payton\gary-payton-2,JR,2014-15,G,Oregon State,Pac-12,31,1125,36.3,5.2,10.8,4.4,7.8,0.9,3,2.1,3.2,2.1,5.4,7.5,3.2,3.1,1.2,1.9,2.7,13.4
1239,J.P. Primm\jp-primm-1,JR,2010-11,G,North Carolina-Asheville,Big South,34,1125,33.1,4.3,10.8,2.7,6,1.6,4.8,4.4,5.6,0.8,2.9,3.7,4.5,2.1,0.2,3.1,2.9,14.6
1240,Shane Richards\shane-richards-1,SR,2015-16,F,Manhattan,MAAC,31,1125,36.3,5,12.8,2.5,5.9,2.5,6.9,4.7,5.5,0.6,3.2,3.8,1.7,0.9,0.1,2,2.5,17.2
1241,Omari Spellman\omari-spellman-1,FR,2017-18,F,Villanova,Big East,40,1125,28.1,4,8.4,2.4,4.7,1.6,3.8,1.2,1.8,2.3,5.8,8,0.8,0.7,1.5,1,2.3,10.9
1242,Sindarius Thornwell\sindarius-thornwell-1,JR,2015-16,G,South Carolina,SEC,34,1125,33.1,4.2,11.1,2.9,7,1.4,4.1,3.6,4.7,1.1,3.7,4.8,3.8,1.5,0.5,2.3,1.9,13.4
1243,Maurice Barrow\maurice-barrow-1,SO,2011-12,F,Fairfield,MAAC,37,1124,30.4,3.8,7.4,3.8,7.4,0,0,1.8,2.5,2.6,3.5,6,2,1,0.6,2.3,2.1,9.3
1244,Jordan Bell\jordan-bell-1,JR,2016-17,F,Oregon,Pac-12,39,1124,28.8,4.4,6.9,4.3,6.5,0.1,0.4,2.1,3,2.9,5.9,8.8,1.8,1.3,2.3,1.9,1.7,10.9
1245,Kyle Fogg\kyle-fogg-1,SR,2011-12,G,Arizona,Pac-12,35,1124,32.1,4,9.5,1.9,4.9,2.1,4.6,3.4,4.3,0.5,3.3,3.7,2.2,1.1,0.4,1.8,2.2,13.5
1246,Martin Hermannsson\martin-hermannsson-1,SO,2015-16,G,Long Island University,NEC,31,1124,36.3,5,10.8,3.8,7.6,1.2,3.2,5.1,5.7,0.8,3.5,4.3,4.7,1.8,0.3,2.2,2.1,16.2
1247,Tra Holder\tra-holder-1,SR,2017-18,G,Arizona State,Pac-12,32,1124,35.1,5.5,13.6,3.4,7.8,2.2,5.8,5,5.9,0.9,3.3,4.2,3.4,1.3,0,2.4,2,18.2
1248,Keon Johnson\keon-johnson-1,SR,2016-17,G,Winthrop,Big South,32,1124,35.1,6.9,16,3.7,8,3.2,8,5.3,6.2,0.4,3.5,4,2.6,0.7,0,2.3,1.9,22.3
1249,Manu Lecomte\manu-lecomte-1,SR,2017-18,G,Baylor,Big 12,33,1124,34.1,4.9,12.2,2.2,5,2.8,7.2,3.7,4.1,0.2,2,2.2,3.7,0.7,0,2.2,1.8,16.2
1250,Phil Pressey\phil-pressey-1,SO,2011-12,G,Missouri,Big 12,35,1124,32.1,3.3,7.7,2.2,4.7,1.1,3,2.7,3.4,0.4,2.9,3.3,6.4,2.1,0.1,2.4,2,10.3
1251,Josh Richardson\josh-richardson-2,JR,2013-14,G,Tennessee,SEC,37,1124,30.4,3.8,7.9,2.8,5.2,0.9,2.7,1.9,2.4,0.8,2.1,2.9,1.5,0.7,0.8,1,2.1,10.3
1252,Cameron Rundles\cameron-rundles-1,SR,2010-11,G,Wofford,Southern,34,1124,33.1,4.6,10.5,2.4,4.9,2.2,5.5,2.6,3.9,0.4,3.4,3.8,2.5,1.1,0.1,1.5,2.2,13.9
1253,MaCio Teague\macio-teague-1,FR,2016-17,G,North Carolina-Asheville,Big South,33,1124,34.1,5.1,10.9,3,6.3,2.1,4.7,3.1,3.5,0.5,4,4.6,2.7,1.1,0.2,0.9,1.4,15.4
1254,Darius Theus\darius-theus-1,JR,2011-12,G,Virginia Commonwealth,CAA,36,1124,31.2,3.3,7.3,2.9,5.6,0.4,1.7,1.5,2.3,0.6,1.6,2.2,4.7,1.9,0.2,2.3,2.5,8.5
1255,Allonzo Trier\allonzo-trier-1,JR,2017-18,G,Arizona,Pac-12,33,1124,34.1,5.6,11.2,3.5,5.6,2.1,5.6,4.8,5.6,0.3,2.7,3,3.2,0.6,0.3,2.1,1.7,18.1
1256,Colton Weisbrod\colton-weisbrod-1,SR,2017-18,F,Lamar,Southland,33,1124,34.1,5.2,11.2,4.6,9.9,0.5,1.3,3.7,5.5,2.9,5.2,8.1,1.8,1.1,0.2,2,2.5,14.6
1257,Cameron Young\cameron-young-1,SR,2017-18,G,Quinnipiac,MAAC,33,1124,34.1,5.7,13.4,3.7,7,1.9,6.4,5.6,7.4,1.8,5,6.8,2.8,1.3,0.3,2.8,2.6,18.8
1258,Jaylen Adams\jaylen-adams-1,JR,2016-17,G,St. Bonaventure,A-10,30,1123,37.4,5.6,13.4,3,6.2,2.6,7.2,6.9,8.4,0.6,3.1,3.7,6.5,2.1,0.2,3.4,2.8,20.6
1259,Vander Blue\vander-blue-1,JR,2012-13,G,Marquette,Big East,34,1123,33,5.4,11.9,4.2,8,1.2,3.9,2.8,3.7,0.6,2.6,3.2,1.8,1.1,0,2.3,1.8,14.8
1260,David Brown\david-brown-2,SR,2013-14,G,Western Michigan,MAC,33,1123,34,5.3,13,2.9,5.5,2.4,7.5,6,7.8,0.6,3,3.5,1.8,1.4,0.2,2.8,2.8,19.1
